DATA,Temperature,Humidity,Speed,Speed_Max,WindDirection(Degrees),Rain_Tot,Pressure,Radiation,Visibility_Avg,TimeSunRise,TimeSunSet
27/02/2020 09:00,3.2,77.96,3.243,5.78,56.5,0,813.394,133,null,,
27/02/2020 10:00,5.18,69.91,2.309,4.62,80.4,0,813.774,480.6,null,,
27/02/2020 11:00,8.23,58.5,1.964,4.69,147.4,0,813.491,749.2,null,,
27/02/2020 12:00,11.95,47.91,1.75,4.36,171.7,0,812.719,892.6,null,,
27/02/2020 13:00,15.75,41.52,1.68,3.94,234.7,0,811.591,967.8,null,,
27/02/2020 14:00,18.81,36.85,2.556,5.16,171.4,0,810.404,964.2,null,,
27/02/2020 15:00,21.54,31.98,3.028,7.65,238.8,0,809.501,814.8,null,,
27/02/2020 16:00,22.64,30.75,4.357,9.49,244.4,0,808.868,650.6,null,,
27/02/2020 17:00,23.19,25.84,4.114,8.31,235.3,0,808.663,533.1,null,,
27/02/2020 18:00,22.71,23.89,4.321,8.75,287.6,0,808.757,277.8,null,,
27/02/2020 19:00,21.69,24.1,3.5,7.03,265.5,0,809.062,55.2,null,,
27/02/2020 20:00,19.71,28.56,2.035,4.99,307.9,0,809.26,-1.6,null,,
27/02/2020 21:00,17.94,32.89,2.322,4.73,18.3,0,810.081,-1.3,null,,
27/02/2020 22:00,15.84,37.19,2.163,3.5,46.7,0,810.886,-1.4,null,,
27/02/2020 23:00,13.92,43.19,1.694,4.22,7.9,0,811.614,-1.3,null,,
28/02/2020 00:00,11.84,50.68,3.509,6.54,38.3,0,812.198,-1.2,null,,
28/02/2020 01:00,10.88,54.14,2.579,4.26,1.4,0,812.382,-1.1,null,,
28/02/2020 02:00,10.14,57.33,2.866,4.92,19.5,0,812.274,-1.4,null,,
28/02/2020 03:00,9.64,59.07,3.087,5.77,45,0,812.204,-1.6,null,,
28/02/2020 04:00,8.34,63.9,2.513,3.99,352.6,0,812.045,-1,null,,
28/02/2020 05:00,8.04,64.29,3.033,5.15,355.4,0,811.827,-1.3,null,,
28/02/2020 06:00,7.26,67.61,3.448,4.66,350.4,0,811.843,-1.3,null,,
28/02/2020 07:00,7.12,68.84,3.755,5.14,347.2,0,812.144,-0.8,null,,
28/02/2020 08:00,7.06,68.43,3.762,5.46,340.4,0,812.625,60,null,,
28/02/2020 09:00,10.31,57.15,2.679,4.41,344,0,813.246,284.2,null,,
28/02/2020 10:00,14.89,45.91,2.313,5.89,19.2,0,813.668,534.6,null,,
28/02/2020 11:00,18.12,37.99,2.921,6.1,95.2,0,813.968,745.5,null,,
28/02/2020 12:00,20.6,31.65,2.368,5.84,138.4,0,813.35,891.9,null,,
28/02/2020 13:00,22.31,27.96,2.227,8.27,68.2,0,812.46,963,null,,
28/02/2020 14:00,23.55,25.78,1.931,4.44,225.9,0,811.573,959.2,null,,
28/02/2020 15:00,24.52,23.13,2.346,6.27,255.5,0,810.759,884.2,null,,
28/02/2020 16:00,25.11,22.6,2.617,9.45,323.7,0,810.023,708.8,null,,
28/02/2020 17:00,24.5,23.06,4.216,7.86,84.4,0,809.867,488.2,null,,
28/02/2020 18:00,22.7,25.43,5.487,9.33,68.2,0,810.255,243.6,null,,
28/02/2020 19:00,19.74,31.84,5.787,11.06,70,0,810.867,48,null,,
28/02/2020 20:00,17.2,37.02,4.978,10.16,62.3,0,811.496,-0.7,null,,
28/02/2020 21:00,15.58,40.67,2.738,8.3,89.2,0,812.486,-1.4,null,,
28/02/2020 22:00,14.49,42.42,3.012,7.7,26.1,0,813.548,-1.5,null,,
28/02/2020 23:00,12.97,46.47,2.631,7.27,18.4,0,814.273,-1.1,null,,
29/02/2020 00:00,11.93,50.53,3.734,6.8,27.2,0,814.432,-1.5,null,,
29/02/2020 01:00,10.59,56.57,3.432,7.52,15.7,0,814.253,-0.8,null,,
29/02/2020 02:00,9.28,62.84,2.998,5.32,340.1,0,813.87,-1.2,null,,
29/02/2020 03:00,9.38,63.45,2.048,3.96,2.6,0,813.498,-1.7,null,,
29/02/2020 04:00,9.42,63.33,2.55,4.35,21.7,0,813.011,-1.8,null,,
29/02/2020 05:00,7.56,71.17,2.971,4.88,345.6,0,812.666,-0.5,null,,
29/02/2020 06:00,7.15,75.15,2.984,4.65,343.6,0,812.672,-1.2,null,,
29/02/2020 07:00,7.07,75.41,3.416,5.09,358.1,0,813.001,-1.2,null,,
29/02/2020 08:00,7.24,72.47,2.794,4.97,341.7,0,813.205,63.4,null,,
29/02/2020 09:00,9.46,65.4,2.079,3.32,346.1,0,813.387,292.5,null,,
29/02/2020 10:00,13.59,48.7,1.729,3.45,270.6,0,813.526,543.8,null,,
29/02/2020 11:00,17.9,32.69,1.814,3.85,160.8,0,813.347,753,null,,
29/02/2020 12:00,20.28,30.42,1.818,4.04,209.2,0,812.989,895.2,null,,
29/02/2020 13:00,22.84,28.47,2.419,5.03,208.8,0,812.142,967.4,null,,
29/02/2020 14:00,24.32,27.13,3.107,6.55,176.6,0,810.956,964.4,null,,
29/02/2020 15:00,26.01,25.1,3.006,7.48,196.1,0,809.9,889.4,null,,
29/02/2020 16:00,26.97,22.62,3.086,6.98,211.7,0,808.978,734,null,,
29/02/2020 17:00,27.49,19.98,3.058,7.03,219.4,0,808.351,525.5,null,,
29/02/2020 18:00,26.64,22.41,4.097,8.7,202.2,0,808.222,273.6,null,,
29/02/2020 19:00,25.23,23.15,3.913,7.95,216.7,0,808.562,53.9,null,,
29/02/2020 20:00,23.31,27.62,1.689,3.96,207.3,0,808.87,-1.8,null,,
29/02/2020 21:00,22,30.95,1.233,2.9,141.7,0,809.38,-2.5,null,,
29/02/2020 22:00,21.39,32.12,1.26,2.4,137.7,0,809.929,-2.4,null,,
29/02/2020 23:00,20.31,34.03,1.308,2.02,121.9,0,810.325,-2,null,,
01/03/2020 00:00,18.79,38.01,1.412,2.68,151.6,0,810.728,-1.7,null,,
01/03/2020 01:00,18.53,39.23,1.298,2.91,135.9,0,810.731,-2,null,,
01/03/2020 02:00,18.13,43.87,1.256,2.97,162.5,0,810.274,-2.1,null,,
01/03/2020 03:00,17.29,48.35,1.667,3.02,149.9,0,809.921,-1.6,null,,
01/03/2020 04:00,15.89,52.15,2.099,2.67,128,0,809.935,-1.6,null,,
01/03/2020 05:00,15.71,56.84,1.793,4.1,167.7,0,809.967,-1.9,null,,
01/03/2020 06:00,15.11,62.62,1.519,3.02,175.7,0,810.215,-1.8,null,,
01/03/2020 07:00,14.25,66.37,1.763,3.04,134,0,810.554,-1.2,null,,
01/03/2020 08:00,14.42,66.07,1.805,3.3,131.7,0,811.219,63.7,null,,
01/03/2020 09:00,16.55,58.53,1.866,3.75,182.4,0,811.63,290.2,null,,
01/03/2020 10:00,19.07,51.4,3.325,7.91,198.7,0,811.873,542,null,,
01/03/2020 11:00,21.21,45.45,3.828,7.1,204.5,0,811.76,753,null,,
01/03/2020 12:00,22.71,44.29,5.126,10.62,212.1,0,811.33,897,null,,
01/03/2020 13:00,24.37,40.27,4.633,9.85,204.3,0,810.454,971.8,null,,
01/03/2020 14:00,25.99,33.57,4.677,10.47,216.5,0,809.278,967,null,,
01/03/2020 15:00,27.25,25.22,5.09,9.9,255,0,808.261,891.6,null,,
01/03/2020 16:00,27.64,22.32,5.535,11.35,252.2,0,807.456,753.7,null,,
01/03/2020 17:00,27.98,19.69,5.595,9.82,237.5,0,806.935,533.8,null,,
01/03/2020 18:00,27.72,20.52,4.57,8.12,250.5,0,806.885,277.5,null,,
01/03/2020 19:00,26.38,25,4.122,7.35,249.1,0,806.946,52.7,null,,
01/03/2020 20:00,24.84,27.51,3.178,6.25,246.5,0,807.579,-1.7,null,,
01/03/2020 21:00,23.33,29.46,2.187,5.1,234.5,0,808.391,-1.8,null,,
01/03/2020 22:00,21.83,34.23,1.947,3.19,256.7,0,809.023,-1.9,null,,
01/03/2020 23:00,20.79,38.21,1.704,3.36,164.7,0,809.288,-1.9,null,,
02/03/2020 00:00,19.97,38.92,1.574,2.71,175.8,0,809.468,-2.1,null,,
02/03/2020 01:00,18.68,41.17,1.564,2.98,166.5,0,809.474,-1.8,null,,
02/03/2020 02:00,17.64,44.32,1.944,3.53,134.5,0,809.146,-1.9,null,,
02/03/2020 03:00,16.79,46.73,1.766,3.53,140.7,0,808.716,-1.8,null,,
02/03/2020 04:00,15.74,50.69,2.111,3.58,138.6,0,808.489,-1.7,null,,
02/03/2020 05:00,15.15,51.82,1.813,2.87,136.5,0,808.244,-1.9,null,,
02/03/2020 06:00,14.54,54.37,2.149,3.14,149,0,808.379,-2,null,,
02/03/2020 07:00,13.95,58.61,2.284,3.25,161.8,0,808.919,-1.5,null,,
02/03/2020 08:00,14.16,59.61,1.556,2.58,164.1,0,809.535,67.2,null,,
02/03/2020 09:00,16.14,52.77,1.526,3,161.9,0,810.061,288.5,null,,
02/03/2020 10:00,18.93,47.11,2.291,4.74,180.1,0,810.4,541.8,null,,
02/03/2020 11:00,21,44.88,3.221,6.81,168.5,0,810.282,748.6,null,,
02/03/2020 12:00,23.7,38.66,3.753,8.57,200.9,0,809.675,887,null,,
02/03/2020 13:00,25.2,30.67,4.585,11.2,220.1,0,808.798,958.9,null,,
02/03/2020 14:00,26.07,29.41,5.077,9.37,218.2,0,807.669,964.5,null,,
02/03/2020 15:00,26.97,27.5,4.834,11,232.7,0,806.397,892,null,,
02/03/2020 16:00,27.62,26.36,5.918,11.87,237.1,0,805.318,729.1,null,,
02/03/2020 17:00,27.74,24.98,5.966,11.05,231.5,0,804.884,508.5,null,,
02/03/2020 18:00,26.71,26.1,6.483,11.9,236.5,0,805.079,237.2,null,,
02/03/2020 19:00,25.48,30.54,4.362,10.78,245,0,805.554,39.2,null,,
02/03/2020 20:00,24.58,32.29,3.602,5.93,234,0,806.12,-1.5,null,,
02/03/2020 21:00,23.82,33.02,4.214,8.32,236.2,0,806.808,-1.6,null,,
02/03/2020 22:00,22.82,35.15,4.163,9.27,232,0,807.412,-1.2,null,,
02/03/2020 23:00,21.73,31.6,3.234,6.51,241.1,0,807.731,-1.9,null,,
03/03/2020 00:00,20.56,32.59,1.337,3.49,207.4,0,807.77,-1.9,null,,
03/03/2020 01:00,19.32,35.79,0.86,1.97,175.5,0,807.365,-1.9,null,,
03/03/2020 02:00,18.35,38.42,0.922,1.89,118.5,0,806.798,-2.2,null,,
03/03/2020 03:00,17.43,41.51,0.775,1.62,159.8,0,806.355,-2,null,,
03/03/2020 04:00,16.7,44.56,1.568,2.46,172.1,0,806.14,-2.1,null,,
03/03/2020 05:00,16.08,44.88,1.357,2.06,134.5,0,806.016,-2.1,null,,
03/03/2020 06:00,15.82,45.88,1.722,2.53,112.9,0,806.202,-2.2,null,,
03/03/2020 07:00,14.24,51.19,0.792,2.13,52.8,0,806.853,-1.1,null,,
03/03/2020 08:00,14.73,50.23,1.768,3.13,120.8,0,807.432,69.6,null,,
03/03/2020 09:00,16.46,47.12,2.564,4.24,147.1,0,807.941,303.3,null,,
03/03/2020 10:00,18.9,43.15,2.939,5.47,173.7,0,808.253,558.5,null,,
03/03/2020 11:00,21.68,35.82,3.885,9.17,198,0,808.085,778.9,null,,
03/03/2020 12:00,23.83,23.64,6.862,13.6,217.8,0,807.422,930.8,null,,
03/03/2020 13:00,25.42,20.04,6.007,13.53,217.8,0,806.617,984.7,null,,
03/03/2020 14:00,26.84,14.99,7.115,13.42,221.7,0,805.555,986.9,null,,
03/03/2020 15:00,27.39,12.98,7.856,15.31,213.7,0,804.76,892.1,null,,
03/03/2020 16:00,27.37,14.94,7.225,15.06,223.7,0,804.161,728.6,null,,
03/03/2020 17:00,27.16,16.8,6.552,12.81,207.1,0,803.831,501.3,null,,
03/03/2020 18:00,26.45,17.25,6.176,12.69,209.6,0,803.886,241.5,null,,
03/03/2020 19:00,24.99,19.34,5.092,9.64,196.3,0,804.3,48.8,null,,
03/03/2020 20:00,23.36,21.2,3.709,7.93,200.3,0,804.959,-1.4,null,,
03/03/2020 21:00,21.55,23.78,2.689,5.66,205.6,0,805.767,-1.9,null,,
03/03/2020 22:00,20.47,24.86,2.61,5.06,225.8,0,806.547,-2.2,null,,
03/03/2020 23:00,19.59,27.58,3.238,6.33,235.3,0,807.033,-2.2,null,,
04/03/2020 00:00,18.67,29.81,2.844,5.46,261.5,0,807.151,-2.3,null,,
04/03/2020 01:00,17.69,35.94,2.194,4.76,227,0,806.979,-2,null,,
04/03/2020 02:00,16.94,43.03,2.194,4.66,223.8,0,806.707,-1.9,null,,
04/03/2020 03:00,15.16,48.49,1.323,2.82,177.6,0,806.291,-1.8,null,,
04/03/2020 04:00,14.9,55.52,2.366,5.26,213.5,0,806.154,-2.1,null,,
04/03/2020 05:00,14.59,61.39,2.573,5.38,219.7,0,806.166,-1.7,null,,
04/03/2020 06:00,13.31,65.1,1.621,3.21,195.9,0,806.501,-1.6,null,,
04/03/2020 07:00,12.96,65.6,2.592,4.25,216.7,0,807.144,-1.3,null,,
04/03/2020 08:00,12.66,66.57,2.021,3.77,225.9,0,807.821,62.3,null,,
04/03/2020 09:00,14.46,58.28,2.697,6,234.7,0,808.395,287.5,null,,
04/03/2020 10:00,16.8,46.38,3.103,5.41,215.7,0,808.696,561,null,,
04/03/2020 11:00,19.17,37.32,2.92,6.93,219.6,0,808.596,739.3,null,,
04/03/2020 12:00,21.28,28.55,5.114,10.3,224.8,0,808.168,898.4,null,,
04/03/2020 13:00,23.19,24.16,5.525,11.2,224.1,0,807.546,961.8,null,,
04/03/2020 14:00,24.76,18.57,5.833,10.83,235.5,0,806.64,977.1,null,,
04/03/2020 15:00,26.06,17.47,5.733,12.31,228.3,0,805.849,893.1,null,,
04/03/2020 16:00,26.68,16.68,6.022,11.18,249.9,0,805.328,736.9,null,,
04/03/2020 17:00,26.84,15.53,6.242,11.31,254.2,0,805.196,519.3,null,,
04/03/2020 18:00,26.03,15.66,5.283,11.15,260.7,0,805.345,206.2,null,,
04/03/2020 19:00,25.12,16.47,3.584,6.99,264.9,0,805.691,52.7,null,,
04/03/2020 20:00,23.62,15.41,2.516,5.83,269.3,0,806.363,-1.8,null,,
04/03/2020 21:00,22.52,15.96,1.119,4.56,243.4,0,807.121,-2,null,,
04/03/2020 22:00,21.48,18.33,1.491,3.32,171.5,0,807.881,-2.1,null,,
04/03/2020 23:00,19.59,22.54,1.234,3.27,173.2,0,808.34,-1.9,null,,
05/03/2020 00:00,18.67,25.15,1.117,2.45,117.4,0,808.667,-2.2,null,,
05/03/2020 01:00,17.53,28.85,1.361,2.46,115.9,0,808.671,-1.9,null,,
05/03/2020 02:00,17.07,31.78,1.575,3.38,281.2,0,808.392,-2.2,null,,
05/03/2020 03:00,16.03,35.8,2.164,3.78,93.8,0,808.439,-1.8,null,,
05/03/2020 04:00,15.01,38.75,1.379,2.36,66.2,0,808.368,-1.6,null,,
05/03/2020 05:00,14.46,40.42,1.378,3.23,86.2,0,808.435,-1.9,null,,
05/03/2020 06:00,13.81,42.14,2.501,3.99,38.2,0,808.869,-1.7,null,,
05/03/2020 07:00,13.55,72.23,1.707,5.04,70.2,0,809.575,-0.8,null,,
05/03/2020 08:00,13.33,72.92,1.662,4.66,317.6,0,810.438,60.7,null,,
05/03/2020 09:00,15.64,71.67,2.054,5.42,83.2,0,811.169,299.3,null,,
05/03/2020 10:00,17.17,63.74,3.83,7.65,78.2,0,811.605,457.4,null,,
05/03/2020 11:00,18.86,56.08,3.561,7.68,85.5,0,811.337,554.2,null,,
05/03/2020 12:00,20.52,48.46,3.408,6.4,86.3,0,810.994,712.5,null,,
05/03/2020 13:00,21.34,45.85,3.436,7.99,82.5,0,810.296,638,null,,
05/03/2020 14:00,22.04,42.72,3.343,6.98,67.6,0,809.439,571.4,null,,
05/03/2020 15:00,23.12,38,2.153,5.29,60.6,0,808.698,716.8,null,,
05/03/2020 16:00,24.12,34.32,2.214,6.22,136.7,0,808.222,639.7,null,,
05/03/2020 17:00,25.06,30.32,3.019,6.25,163.4,0,807.842,473.9,null,,
05/03/2020 18:00,23.59,33.77,4.262,8.58,86.1,0,808.091,182.1,null,,
05/03/2020 19:00,19.96,42.89,5.743,11.18,58.2,0,808.806,31.3,null,,
05/03/2020 20:00,16.28,54.42,6.085,12.88,56.1,0,809.9,0.2,null,,
05/03/2020 21:00,14.06,62.52,3.638,7.86,31.9,0,811.3,-0.7,null,,
05/03/2020 22:00,12.3,69.92,4.35,9.06,61.9,0,812.702,-0.9,null,,
05/03/2020 23:00,11.33,74.02,2.828,6.01,44.4,0,813.611,-1.1,null,,
06/03/2020 00:00,10.23,79.32,3.281,7.62,61.7,0,814.087,-1.2,null,,
06/03/2020 01:00,10.21,79.35,3.96,7.62,44.6,0,814.114,-1,null,,
06/03/2020 02:00,9.78,80.32,2.997,8.27,61.1,0,813.937,-0.4,null,,
06/03/2020 03:00,9.76,78.53,3.101,7.09,49.5,0,813.724,-0.4,null,,
06/03/2020 04:00,9.82,76.61,3.746,7.33,69.5,0,813.505,-0.3,null,,
06/03/2020 05:00,9.84,74.49,4.057,7.81,75.7,0,813.548,-0.3,null,,
06/03/2020 06:00,9.76,74.83,3.855,8.75,71.8,0,813.689,-0.2,null,,
06/03/2020 07:00,9.51,77.47,3.642,7.53,74.7,0,814.211,-0.1,null,,
06/03/2020 08:00,9.49,77.56,4.408,8.97,72.6,0,814.817,9.2,null,,
06/03/2020 09:00,9.85,75.33,3.895,7.7,70.4,0,815.487,54.1,null,,
06/03/2020 10:00,10.12,73.31,4.345,9.53,79,0,816,114.1,null,,
06/03/2020 11:00,10.71,68.97,5.013,9.42,74.4,0,816.1,261,null,,
06/03/2020 12:00,11.94,63.23,4.98,11.04,68.6,0,815.861,422.7,null,,
06/03/2020 13:00,12.98,58.99,5.696,10.56,77.2,0,815.259,613.7,null,,
06/03/2020 14:00,13.95,55.61,5.315,11.26,68.5,0,814.103,789.1,null,,
06/03/2020 15:00,15.15,52.05,5.608,10.62,78.2,0,813.286,747.9,null,,
06/03/2020 16:00,16.39,48.21,5.99,10.66,90.8,0,812.291,734.6,null,,
06/03/2020 17:00,15.99,48.56,5.742,10.31,89.8,0,811.934,425,null,,
06/03/2020 18:00,14.85,51.26,5.535,10.06,89.2,0,812.184,204.2,null,,
06/03/2020 19:00,12.98,56.71,5.275,10.12,69.6,0,812.865,35.3,null,,
06/03/2020 20:00,10.91,64.19,6.959,12.47,73.3,0,813.626,-0.6,null,,
06/03/2020 21:00,9.92,69.18,5.825,11.51,67,0,814.392,-0.9,null,,
06/03/2020 22:00,9.27,72.07,4.915,10.37,68,0,815.316,-1.1,null,,
06/03/2020 23:00,8.79,74.41,6.317,12.95,70.3,0,815.556,-0.9,null,,
07/03/2020 00:00,8.4,76.42,4.169,11.92,67.6,0,815.693,-1.3,null,,
07/03/2020 01:00,8.09,77.44,2.184,5.28,85.9,0,815.493,-1.3,null,,
07/03/2020 02:00,8.09,75.4,2.221,5.99,71.1,0,815.014,-1.5,null,,
07/03/2020 03:00,7.9,68.23,2.56,6.56,69.3,0,814.037,-1.5,null,,
07/03/2020 04:00,7.82,67.09,3.016,7.33,59.8,0,812.947,-1.2,null,,
07/03/2020 05:00,8,67.89,2.035,5.14,16.8,0,812.753,-1,null,,
07/03/2020 06:00,8.37,70.84,2.208,4.67,33,0,813.033,-1.1,null,,
07/03/2020 07:00,8.2,73.44,1.673,3.19,24.3,0,813.584,-0.7,null,,
07/03/2020 08:00,8.38,72.07,1.723,3.6,37.4,0,814.003,73.6,null,,
07/03/2020 09:00,10.6,64.29,1.29,3.34,91.5,0,814.259,313.9,null,,
07/03/2020 10:00,12.2,57.47,2.919,6.54,83.5,0,814.354,510.3,null,,
07/03/2020 11:00,14.72,50.11,2.507,6.47,59.5,0,814.186,789.1,null,,
07/03/2020 12:00,18.04,41.21,2.193,5.04,176.5,0,813.484,943.6,null,,
07/03/2020 13:00,20.82,34.26,1.9,4.58,203.6,0,812.589,982.9,null,,
07/03/2020 14:00,22.95,29.39,1.776,3.93,235.5,0,811.079,913.6,null,,
07/03/2020 15:00,24.58,26.6,1.797,3.96,246.1,0,809.795,847.2,null,,
07/03/2020 16:00,25.14,25.8,1.775,6,207.1,0,808.677,639.9,null,,
07/03/2020 17:00,25.13,25.34,2.879,8.1,119.9,0,807.999,335.1,null,,
07/03/2020 18:00,23.13,28.5,4.876,8.38,80.5,0,808.162,169.9,null,,
07/03/2020 19:00,21.02,32.87,5.028,9.78,73.5,0,808.496,43.4,null,,
07/03/2020 20:00,18.67,39.15,4.786,8.83,61,0,809.078,-0.8,null,,
07/03/2020 21:00,16.78,45.14,2.562,5.98,63.7,0,810.296,-1.1,null,,
07/03/2020 22:00,15.43,49.88,1.782,4.08,356.5,0,811.339,-1.7,null,,
07/03/2020 23:00,14.48,53.86,2.516,6.18,77.9,0,811.999,-1.3,null,,
08/03/2020 00:00,13.13,59.48,2.062,4.61,85.1,0,812.159,-1.3,null,,
08/03/2020 01:00,11.98,64.74,3.107,6.28,53.8,0,811.764,-1,null,,
08/03/2020 02:00,10.37,73.66,3.21,6.28,61.2,0,811.176,-1.1,null,,
08/03/2020 03:00,10.48,72.7,2.611,5.15,75.1,0,810.461,-1.3,null,,
08/03/2020 04:00,10.31,72.8,2.182,5.77,38.2,0,809.689,-1,null,,
08/03/2020 05:00,9.02,79.43,2.182,5.09,6.4,0,810.109,-1,null,,
08/03/2020 06:00,8.98,76.96,1.652,5.57,34.4,0,810.469,-1.1,null,,
08/03/2020 07:00,8.69,78.35,1.854,3.66,44.7,0,810.707,-0.3,null,,
08/03/2020 08:00,9.1,78.22,2.205,5.59,24.2,0,811.197,103,null,,
08/03/2020 09:00,10.45,72.45,2.305,4.06,32,0,812.107,203.9,null,,
08/03/2020 10:00,12.04,65.25,2.233,4.54,41.8,0,812.613,386.3,null,,
08/03/2020 11:00,15.54,50.01,1.862,4.29,49.4,0,812.137,792.6,null,,
08/03/2020 12:00,19.53,38.74,1.754,3.83,190.1,0,811.758,919.3,null,,
08/03/2020 13:00,22.26,31.7,1.963,4.51,178.4,0,810.816,988.4,null,,
08/03/2020 14:00,23.97,26.17,2.439,5.32,242.2,0,809.619,900,null,,
08/03/2020 15:00,25.05,22.81,2.369,5.28,242.6,0,808.648,702.2,null,,
08/03/2020 16:00,25.48,21.55,2.119,4.92,254.8,0,808.054,497.7,null,,
08/03/2020 17:00,25.55,21.04,1.571,4.57,226.4,0,807.962,289,null,,
08/03/2020 18:00,25.25,20.72,2.56,7.62,133.8,0,807.652,211.2,null,,
08/03/2020 19:00,23.4,23.24,5.274,9.06,76.5,0,807.893,59.2,null,,
08/03/2020 20:00,20.6,33.6,5.345,8.77,70.3,0,808.635,-0.7,null,,
08/03/2020 21:00,19.12,40.16,3.366,9.12,27.3,0,809.512,-1.3,null,,
08/03/2020 22:00,17.01,49.04,2.671,5.2,355.3,0,810.646,-0.9,null,,
08/03/2020 23:00,16.15,52.32,2.329,5.09,25.8,0,811.179,-1.1,null,,
09/03/2020 00:00,13.92,64.52,3.463,6.91,64.7,0,811.527,-0.4,null,,
09/03/2020 01:00,12.27,73.46,2.371,7.55,11.9,0,811.702,-1.2,null,,
09/03/2020 02:00,11.21,79.55,1.447,3.62,34,0,811.898,-1.6,null,,
09/03/2020 03:00,10.66,81.73,2.158,4.25,47.8,0,811.673,-1.7,null,,
09/03/2020 04:00,10.36,81.78,2.117,4.98,35.2,0,811.19,-1.6,null,,
09/03/2020 05:00,9.94,83.01,2.071,4.31,39.3,0,811.237,-1.4,null,,
09/03/2020 06:00,9.6,83.65,1.867,3.3,25.8,0,811.424,-1.6,null,,
09/03/2020 07:00,9.21,84.62,1.543,3.44,12.6,0,811.684,-0.4,null,,
09/03/2020 08:00,9.37,83,2.229,3.7,9.3,0,812.221,88,null,,
09/03/2020 09:00,11.63,73.31,1.308,3.19,318.5,0,812.61,318.8,null,,
09/03/2020 10:00,14.39,62.28,1.348,2.68,190,0,813.033,575,null,,
09/03/2020 11:00,17.26,50.94,1.493,3.59,196.8,0,813.129,769.3,null,,
09/03/2020 12:00,19.92,43.91,2.13,4.64,171.7,0,812.611,924.4,null,,
09/03/2020 13:00,22.52,37.29,1.987,4.37,175.8,0,811.712,993,null,,
09/03/2020 14:00,25.22,29.29,2.246,5.44,184.7,0,810.609,972.9,null,,
09/03/2020 15:00,27.11,22.25,2.32,5.59,223.4,0,809.437,909.3,null,,
09/03/2020 16:00,27.48,20.54,2.761,6.09,219.6,0,808.691,602.1,null,,
09/03/2020 17:00,27.78,21.03,2.868,5.86,191.9,0,808.358,478.7,null,,
09/03/2020 18:00,27.43,21.47,2.424,4.68,201.7,0,808.247,237.2,null,,
09/03/2020 19:00,26.01,25.16,2.79,5.35,232.6,0,808.806,35.8,null,,
09/03/2020 20:00,23.63,31.82,3.429,6.7,344.7,0,809.955,-0.8,null,,
09/03/2020 21:00,22.5,35.02,3.49,6.48,31,0,811.019,-1.2,null,,
09/03/2020 22:00,21.04,39.64,2.468,7,84.4,0,811.878,-0.9,null,,
09/03/2020 23:00,19.22,47.68,2.467,5.8,43.6,0,812.456,-0.8,null,,
10/03/2020 00:00,17.28,56.39,2.846,6.85,33.6,0,812.875,-1.2,null,,
10/03/2020 01:00,15.69,64.33,2.798,5.91,23.4,0,812.983,-1,null,,
10/03/2020 02:00,13.91,73.54,2.858,7.16,40.9,0,813.02,-0.9,null,,
10/03/2020 03:00,13.02,78.18,2.938,8.18,53.7,0,812.782,-1.4,null,,
10/03/2020 04:00,12.41,81.12,3.44,6.19,58.5,0,812.422,-1.3,null,,
10/03/2020 05:00,12.06,81.51,2.316,6.13,36.5,0,812.491,-1.4,null,,
10/03/2020 06:00,11.86,80.92,1.579,4.82,52.4,0,812.787,-1.6,null,,
10/03/2020 07:00,11.69,80.6,1.634,4.33,30.2,0,813.163,0.3,null,,
10/03/2020 08:00,11.82,79.44,1.326,3.49,341.5,0,813.656,106.8,null,,
10/03/2020 09:00,13.91,68.68,2.78,5.06,60.9,0,814.267,331.3,null,,
10/03/2020 10:00,15.85,58.85,2.471,5.68,116.7,0,814.189,441.4,null,,
10/03/2020 11:00,17.61,52.57,1.8,3.8,35.6,0,814.21,669.1,null,,
10/03/2020 12:00,20.03,44.61,2.066,5.98,358.6,0,813.802,773.4,null,,
10/03/2020 13:00,22.01,40.16,2.031,5,331,0,812.934,777.5,null,,
10/03/2020 14:00,23.93,35.94,2.053,6.07,16.1,0,811.811,917.7,null,,
10/03/2020 15:00,25.82,30.07,2.625,8.88,5.9,0,810.693,871.1,null,,
10/03/2020 16:00,26.78,27.6,1.867,4.82,348.8,0,809.867,680.3,null,,
10/03/2020 17:00,27.07,25.81,2.235,6.04,321.5,0,809.249,425.7,null,,
10/03/2020 18:00,26.62,26.4,3.08,6.91,346.2,0,809.053,216.3,null,,
10/03/2020 19:00,23.7,37.48,4.629,9.58,65.8,0,809.577,25.9,null,,
10/03/2020 20:00,20.7,46.93,4.146,7.91,41.1,0,810.466,-0.4,null,,
10/03/2020 21:00,18.26,55.59,3.075,6.63,67.7,0,811.306,-0.8,null,,
10/03/2020 22:00,16.37,64.49,4.946,9.39,71.9,0,812.239,-0.7,null,,
10/03/2020 23:00,15.11,71.37,5.175,10.77,63.2,0,812.874,-1,null,,
11/03/2020 00:00,14.47,74.5,4.793,8.57,58.3,0,813.323,-1.3,null,,
11/03/2020 01:00,14.08,74.75,2.396,5.89,73.4,0,813.293,-1.5,null,,
11/03/2020 02:00,13.8,74.1,2.293,5.37,73.5,0,812.846,-1.6,null,,
11/03/2020 03:00,13.59,75.08,2.007,4.74,44.5,0,812.116,-1.6,null,,
11/03/2020 04:00,13.19,76.87,1.956,3.53,17.1,0,811.651,-1.1,null,,
11/03/2020 05:00,12.55,78.57,2.024,3.07,13.4,0,811.486,-1.2,null,,
